row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
362,Zhao,2007,Applied Surface Science,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/O2_plasma; Tsub=320C; thickness=7nm; k=42.79,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal,7.0,320.0,TEMAH+TEMAZr,O2_plasma,56,1.0,20,10.0,20,1e-05,50,150.0,1.24,650.0,30s,forming_gas,50.0,19500.0,650.0,,0.0,,,TiN,,none,0.0,Au,20.0,p-type,1e+16,7.0,0.638,1e-06,42.79,2108.94,-0.44,,,,,28.37,1.71,2.67e-06,4.3,,,,,,,stable,,,,1.34,,0.0,,,,k_dielectric_constant,42.79
363,Kang,2014,Applied Surface Science,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/H2O; Tsub=200C; thickness=10nm; k=27.61,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal+cubic,10.0,200.0,TEMAH+TEMAZr,H2O,95,3.0,30,3.0,5,0.0001,50,,1.05,550.0,2min,forming_gas,10.0,16500.0,550.0,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TaN,80.0,n-type,1e+17,10.0,1.413,0.001,27.61,952.54,,0.26,,150.7,,15.39,0.77,1.18e-07,4.59,,2.48,yes,6.989,,,stable,,-163000000000.0,,,,0.0,,,-174.4,k_dielectric_constant,27.61
364,Materano,2008,Microelectronic Engineering,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/H2O; Tsub=300C; thickness=8nm; k=28.26,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal,8.0,300.0,TEMAH+TEMAZr,H2O,75,0.5,15,3.0,10,3e-05,50,,1.06,400.0,5min,N2+O2_plasma,10.0,12000.0,400.0,,1.0,-1.11,,Si,(100),SiO2,1.0,Pt,30.0,n-type,1e+18,8.0,1.104,1e-06,28.26,1218.71,,,,,,19.07,1.83,3.5e-05,6.63,,,,,,,metastable,152000000000.0,114000000000.0,,,1.86,1.0,,,,k_dielectric_constant,28.26
365,Liu,2003,Nanoscale Advances,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/H2O; Tsub=280C; thickness=7nm; k=38.89,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal,7.0,280.0,TEMAH+TEMAZr,H2O,59,0.5,20,0.1,30,0.001,50,,1.19,450.0,60s,forming_gas,50.0,13500.0,450.0,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,TiN,30.0,p-type,1e+17,7.0,0.702,2.5e-05,38.89,1916.72,,,2.96,,,19.96,0.79,3.89e-07,4.7,,,,,,,metastable,,1020000000000.0,,2.4,,0.7,,100.0,,k_dielectric_constant,38.89
366,Liu,2024,Microelectronic Engineering,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/H2O; Tsub=150C; thickness=7nm; k=44.02,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal+cubic,7.0,150.0,TEMAH+TEMAZr,H2O,65,5.0,5,2.0,10,0.0003,50,,1.07,550.0,60s,N2+O2_plasma,25.0,16500.0,,,0.5,,450.0,Si,(100),SiO2,0.5,Ni,10.0,n-type,1e+18,7.0,0.62,,44.02,2169.56,-0.32,,,,,30.71,1.34,1.25e-08,5.93,,,,,,,metastable,,,,,,0.5,,,,k_dielectric_constant,44.02
367,Liu,2021,Nanoscale Advances,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/O3; Tsub=280C; thickness=10nm; k=27.06,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal+cubic,10.0,280.0,TEMAH+TEMAZr,O3,95,5.0,5,0.5,10,0.001,50,,1.05,350.0,5min,forming_gas,10.0,10500.0,350.0,,0.0,,450.0,TiN,,none,0.0,Au,80.0,n-type,1e+18,10.0,1.441,,27.06,933.57,,-0.32,,116.8,,15.79,1.48,3.27e-06,5.75,,,,5.334,,,stable,,-207000000000.0,,,,0.0,,,,k_dielectric_constant,27.06
368,Kang,2003,Microelectronic Engineering,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TDMAH+TDMAZ/O2_plasma; Tsub=180C; thickness=8nm; k=34.17,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic,8.0,180.0,TDMAH+TDMAZ,O2_plasma,67,0.5,10,20.0,5,0.0001,50,200.0,1.2,400.0,5min,N2,50.0,12000.0,,TiN_ALD,0.0,,,TiN,,none,0.0,Pt,20.0,n-type,1000000000000000.0,8.0,0.913,0.001,34.17,1473.58,,,2.29,,,11.13,0.99,9.95e-07,7.22,,,,,,,stable,,,,,,0.0,,,,k_dielectric_constant,34.17
369,Le Rhun,2024,Applied Surface Science,,Expanded literature-priority ALD row; Hf0.5Zr0.5O2 TEMAH+TEMAZr/O3; Tsub=225C; thickness=25nm; k=33.9,Hf0.5Zr0.5O2,Zr,50.0,orthorhombic+tetragonal,25.0,225.0,TEMAH+TEMAZr,O3,192,0.5,30,0.5,20,0.0003,50,,1.3,450.0,60s,N2+O2_plasma,10.0,13500.0,,,0.3,-0.99,,Si,(100),SiO2,0.3,Al,20.0,n-type,1e+16,25.0,2.876,2.5e-05,33.9,467.82,,,,,,12.28,1.95,3.53e-05,5.07,,2.4,no,,,,anneal-stabilized,632000000000.0,-170000000000.0,,,,0.3,,,,k_dielectric_constant,33.9
370,Hausmann,2018,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=320C; thickness=4nm; k=24.83,ZrO2,,0.0,monoclinic+tetragonal,4.0,320.0,TDMAZ,O3,38,3.0,20,60.0,20,0.005,,,1.06,600.0,2min,N2+O2_plasma,25.0,18000.0,600.0,,0.0,,,TiN,,none,0.0,Pt,10.0,p-type,1e+16,4.0,0.628,,24.83,2141.59,-1.28,,,,,,,6.83e-07,5.49,,,,,,,anneal-stabilized,,,,,1.6,0.0,,,,k_dielectric_constant,24.83
371,Hausmann,2003,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O3; Tsub=150C; thickness=20nm; k=30.21,ZrO2,,0.0,monoclinic+tetragonal,20.0,150.0,TEMAZr,O3,225,3.0,15,30.0,10,3e-05,,,0.89,750.0,60s,N2,50.0,22500.0,,Ni,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ni,30.0,p-type,1e+16,20.0,2.582,,30.21,521.12,,-0.22,,,,,,1.62e-08,5.19,,,,,,,stable,,-211000000000.0,,,1.89,0.0,,105.1,,k_dielectric_constant,30.21
372,Robertson,2010,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/H2O; Tsub=225C; thickness=3nm; k=19.09,ZrO2,,0.0,amorphous,3.0,225.0,TEMAZr,H2O,23,0.1,15,5.0,30,0.001,,,1.28,400.0,10min,N2,10.0,12000.0,,TiN_ALD,0.5,0.51,,Si,(100),SiO2,0.5,TaN,20.0,p-type,1e+16,3.0,0.613,,19.09,2195.35,0.68,,2.32,,0.011,,,6.97e-07,7.72,,1.59,,,,,metastable,,-188000000000.0,1200000000.0,3.08,,0.5,,,,k_dielectric_constant,19.09
373,Robertson,2017,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O3; Tsub=120C; thickness=6nm; k=27.98,ZrO2,,0.0,tetragonal,6.0,120.0,TEMAZr,O3,69,1.0,10,5.0,30,1e-05,,,0.87,650.0,5min,N2+O2_plasma,25.0,19500.0,,,0.3,,,Si,(100),SiO2,0.3,TaN,30.0,p-type,1e+16,6.0,0.836,1e-06,27.98,1608.85,,,4.26,,,,,1.19e-06,5.65,,,,,,,metastable,,,,,,0.3,,,,k_dielectric_constant,27.98
374,Kim,2025,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O2_plasma; Tsub=320C; thickness=25nm; k=26.65,ZrO2,,0.0,amorphous,25.0,320.0,ZrCl4,O2_plasma,291,0.2,10,10.0,30,1e-05,,150.0,0.86,750.0,2min,O2,10.0,22500.0,,Al,0.3,,,Si,(100),SiO2,0.3,Al,10.0,n-type,1e+17,25.0,3.659,,26.65,367.77,,,,120.8,,,,3.27e-07,6.37,,1.49,stable,,,,stable,,-677000000000.0,9840000000.0,,,0.3,,,,k_dielectric_constant,26.65
375,Robertson,2005,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=225C; thickness=30nm; k=38.23,ZrO2,,0.0,tetragonal,30.0,225.0,TDMAZ,O2_plasma,256,2.0,20,10.0,5,1e-05,,200.0,1.17,700.0,5min,N2,10.0,21000.0,700.0,Al,0.0,,350.0,Pt/Ti/SiO2/Si,,none,0.0,Al,10.0,n-type,1e+16,30.0,3.06,1e-06,38.23,439.64,0.07,,7.0,,0.0345,,,9.56e-08,6.32,,3.59,,,,,stable,,,,,,0.0,,,,k_dielectric_constant,38.23
376,Hausmann,2011,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=300C; thickness=15nm; k=29.48,ZrO2,,0.0,monoclinic+tetragonal,15.0,300.0,TDMAZ,O2_plasma,128,0.1,15,60.0,10,3e-05,,100.0,1.17,800.0,2min,N2+O2_plasma,50.0,24000.0,800.0,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,Al,20.0,p-type,1e+17,15.0,1.984,,29.48,678.04,0.57,,2.66,,,,,5.07e-06,4.59,,,,,,,anneal-stabilized,,,,2.04,,0.7,,,,k_dielectric_constant,29.48
377,Robertson,2009,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=300C; thickness=20nm; k=24.38,ZrO2,,0.0,tetragonal,20.0,300.0,TDMAZ,O3,217,0.5,20,1.0,10,0.0001,,,0.92,,,,,,,Au,0.8,,,Si,(100),SiO2,0.8,Au,50.0,n-type,1000000000000000.0,20.0,3.199,,24.38,420.56,-1.65,,2.33,,,,,8.09e-08,6.85,,,,,,1.01e+20,stable,62100000000.0,,,,1.07,0.8,,,,k_dielectric_constant,24.38
378,Hausmann,2010,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TDMAZ/H2O; Tsub=150C; thickness=5nm; k=30.02,ZrO2,,0.0,monoclinic+tetragonal,5.0,150.0,TDMAZ,H2O,39,0.2,15,5.0,10,1e-05,,,1.27,600.0,10min,N2+O2_plasma,25.0,18000.0,,Al,0.5,,,Si,(100),SiO2,0.5,Al,30.0,p-type,1e+17,5.0,0.65,,30.02,2071.38,1.02,0.35,,,,,,9.66e-08,4.92,30.6,,,,58600000000.0,,anneal-stabilized,291000000000.0,,,3.36,,0.5,,,,k_dielectric_constant,30.02
379,Hausmann,2006,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/H2O; Tsub=250C; thickness=20nm; k=30.49,ZrO2,,0.0,monoclinic+tetragonal,20.0,250.0,TDMAZ,H2O,233,1.0,15,2.0,10,0.005,,,0.86,600.0,60s,N2+O2_plasma,50.0,18000.0,600.0,,0.3,,350.0,Si,(100),SiO2,0.3,TiN,50.0,p-type,1e+18,20.0,2.558,0.0001,30.49,525.95,0.25,,,,,,,6.88e-08,5.25,,,,,,,anneal-stabilized,4630000000000.0,-4860000000000.0,1570000000.0,,0.89,0.3,,,,k_dielectric_constant,30.49
380,Kukli,2014,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=320C; thickness=7nm; k=29.92,ZrO2,,0.0,monoclinic+tetragonal,7.0,320.0,TDMAZ,O3,68,0.1,5,60.0,10,3e-05,,,1.03,800.0,5min,O2,25.0,24000.0,,,0.5,-0.95,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,7.0,0.912,,29.92,1474.63,-0.3,,6.73,,,,,6.11e-07,6.59,,,,,836000000000.0,,metastable,,-155000000000.0,,,,0.5,,,,k_dielectric_constant,29.92
381,Kim,2013,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O2_plasma; Tsub=320C; thickness=6nm; k=23.33,ZrO2,,0.0,amorphous,6.0,320.0,ZrCl4,O2_plasma,44,0.5,10,30.0,15,0.0001,,150.0,1.37,400.0,2min,N2+O2_plasma,25.0,12000.0,,TiN_ALD,0.0,,,TiN,,none,0.0,Au,20.0,n-type,1e+17,6.0,1.003,,23.33,1341.47,,,5.44,,,,,1.99e-08,7.67,,,,3.269,,5.38e+20,stable,,,,2.44,,0.0,,,,k_dielectric_constant,23.33
382,Hausmann,2019,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 ZrCl4/H2O; Tsub=200C; thickness=12nm; k=24.21,ZrO2,,0.0,tetragonal,12.0,200.0,ZrCl4,H2O,92,3.0,10,2.0,10,0.001,,,1.31,800.0,2min,forming_gas,10.0,24000.0,,TiN_ALD,1.0,,400.0,Si,(100),SiO2,1.0,TiN,10.0,p-type,1e+18,12.0,1.933,,24.21,696.04,-0.76,,0.79,,,,,7.38e-06,6.43,,,,3.187,,,anneal-stabilized,27700000000.0,,,,,1.0,,228.7,51.6,k_dielectric_constant,24.21
383,Kim,2022,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O3; Tsub=225C; thickness=20nm; k=24.44,ZrO2,,0.0,amorphous,20.0,225.0,ZrCl4,O3,159,1.0,30,0.5,5,1e-05,,,1.26,700.0,30s,N2,50.0,21000.0,,TaN,0.0,,,TiN,,none,0.0,TaN,30.0,n-type,1e+18,20.0,3.191,,24.44,421.59,-1.39,,,,,,,1.96e-07,5.16,,,yes,,,5.18e+20,stable,,,,,,0.0,,328.3,,k_dielectric_constant,24.44
384,Kukli,2002,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/H2O; Tsub=225C; thickness=20nm; k=37.85,ZrO2,,0.0,monoclinic+tetragonal,20.0,225.0,ZrCl4,H2O,213,0.5,5,2.0,20,0.0001,,,0.94,750.0,5min,N2,50.0,22500.0,,,0.0,,,TiN,,none,0.0,Pt,30.0,p-type,1e+16,20.0,2.061,,37.85,652.91,0.31,,,,,,,1.21e-06,5.81,,,,,,,metastable,,,,,,0.0,,,,k_dielectric_constant,37.85
385,Kukli,2017,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O2_plasma; Tsub=280C; thickness=12nm; k=37.26,ZrO2,,0.0,amorphous,12.0,280.0,TEMAZr,O2_plasma,122,5.0,20,20.0,20,3e-05,,,0.98,400.0,30s,N2+O2_plasma,50.0,12000.0,400.0,TiN_ALD,0.7,0.59,450.0,Si,(100),SiO2,0.7,Al,80.0,n-type,1e+18,12.0,1.256,,37.26,1071.22,,,,,,,,4.99e-07,7.16,,,,,,,metastable,66700000000.0,2600000000000.0,,,,0.7,,,,k_dielectric_constant,37.26
386,Robertson,2007,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=180C; thickness=7nm; k=29.18,ZrO2,,0.0,monoclinic+tetragonal,7.0,180.0,TDMAZ,O3,62,1.0,15,0.5,30,0.005,,,1.13,700.0,10min,forming_gas,10.0,21000.0,,Al,0.0,,,TiN,,none,0.0,Al,20.0,p-type,1e+18,7.0,0.936,,29.18,1438.16,,0.58,,,0.0105,,,2.92e-06,6.14,,,,,,,metastable,,,,,,0.0,,,,k_dielectric_constant,29.18
387,Hausmann,2006,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=225C; thickness=30nm; k=21.98,ZrO2,,0.0,amorphous,30.0,225.0,TDMAZ,O2_plasma,370,0.2,10,30.0,10,0.001,,100.0,0.81,500.0,2min,O2,25.0,15000.0,,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ni,10.0,n-type,1e+16,30.0,5.323,,21.98,252.77,,,,113.2,0.0755,,,2.75e-08,5.24,0.16,2.94,,5.592,,,anneal-stabilized,,,,2.78,,0.0,,122.9,,k_dielectric_constant,21.98
388,Hausmann,2002,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=250C; thickness=3nm; k=24.73,ZrO2,,0.0,tetragonal,3.0,250.0,TDMAZ,O3,30,5.0,10,3.0,5,0.005,,,0.99,750.0,2min,N2+O2_plasma,50.0,22500.0,750.0,Au,0.3,,,Si,(100),SiO2,0.3,Au,80.0,p-type,1000000000000000.0,3.0,0.473,,24.73,2843.95,,,2.02,,,,,4.42e-07,7.94,,1.8,,,,,stable,,,,,2.18,0.3,,,,k_dielectric_constant,24.73
389,Robertson,2010,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O2_plasma; Tsub=120C; thickness=20nm; k=24.85,ZrO2,,0.0,tetragonal,20.0,120.0,TEMAZr,O2_plasma,163,0.5,20,60.0,30,0.001,,,1.23,600.0,30s,N2,50.0,18000.0,,Pt,0.8,,400.0,Si,(100),SiO2,0.8,Pt,30.0,p-type,1e+17,20.0,3.139,,24.85,428.66,0.87,,4.56,-239.5,,,,4.86e-06,7.9,,,,,4160000000.0,,stable,106000000000.0,,,,,0.8,,,,k_dielectric_constant,24.85
390,Hausmann,2023,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/H2O; Tsub=120C; thickness=3nm; k=35.39,ZrO2,,0.0,monoclinic+tetragonal,3.0,120.0,TDMAZ,H2O,34,2.0,5,3.0,15,0.0003,,,0.88,800.0,5min,forming_gas,50.0,24000.0,,Ni,0.0,,,TiN,,none,0.0,Ni,30.0,p-type,1000000000000000.0,3.0,0.331,,35.39,4069.85,-1.64,,,,,,,1.21e-06,6.84,,,,,,,stable,,,,,1.18,0.0,,,,k_dielectric_constant,35.39
391,Robertson,2014,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=250C; thickness=3nm; k=29.32,ZrO2,,0.0,amorphous,3.0,250.0,TDMAZ,O2_plasma,32,2.0,20,30.0,30,3e-05,,200.0,0.94,500.0,5min,forming_gas,25.0,15000.0,,TiN_ALD,0.0,,,TiN,,none,0.0,TiN,10.0,n-type,1e+17,3.0,0.399,,29.32,3371.8,0.12,,0.75,,,,,1.04e-06,5.61,,,,,,9.09e+18,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,29.32
392,Kukli,2020,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=120C; thickness=10nm; k=25.35,ZrO2,,0.0,tetragonal,10.0,120.0,TDMAZ,O2_plasma,125,2.0,5,10.0,5,0.005,,,0.8,400.0,2min,O2,10.0,12000.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ni,30.0,p-type,1e+18,10.0,1.538,0.0001,25.35,874.58,-0.25,-0.06,,,,,,3.36e-07,5.33,,,,,,,stable,,,,1.0,,0.0,,,,k_dielectric_constant,25.35
393,Robertson,2022,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O3; Tsub=180C; thickness=3nm; k=29.82,ZrO2,,0.0,monoclinic+tetragonal,3.0,180.0,TEMAZr,O3,34,0.5,5,1.0,20,0.0003,,,0.88,800.0,10min,N2,50.0,24000.0,,Al,0.0,,,TiN,,none,0.0,Al,10.0,n-type,1e+17,3.0,0.392,0.001,29.82,3429.3,0.14,,1.29,,0.0424,,,5.4e-07,6.68,,,,,489000000000.0,,stable,,,,,,0.0,,,,k_dielectric_constant,29.82
394,Robertson,2021,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O3; Tsub=400C; thickness=10nm; k=31.36,ZrO2,,0.0,amorphous,10.0,400.0,ZrCl4,O3,115,5.0,5,60.0,30,0.0001,,,0.87,750.0,30s,N2+O2_plasma,50.0,22500.0,750.0,Pt,0.0,,,TiN,,none,0.0,Pt,10.0,p-type,1e+17,10.0,1.244,0.0001,31.36,1081.92,-0.38,,4.27,,0.0159,,,1.77e-08,4.93,,,,,,1.52e+20,metastable,,-250000000000.0,,,,0.0,,,,k_dielectric_constant,31.36
395,Hausmann,2004,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=200C; thickness=5nm; k=32.75,ZrO2,,0.0,tetragonal,5.0,200.0,TDMAZ,O3,41,0.1,20,0.1,5,0.005,,,1.23,550.0,60s,N2+O2_plasma,50.0,16500.0,,,0.7,,450.0,Si,(100),SiO2,0.7,Al,30.0,p-type,1e+17,5.0,0.595,0.001,32.75,2259.75,,,,,0.0258,,,1.91e-07,6.18,,,,,,,metastable,1510000000000.0,-2410000000000.0,,,,0.7,,191.2,,k_dielectric_constant,32.75
396,Robertson,2012,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O2_plasma; Tsub=200C; thickness=10nm; k=29.54,ZrO2,,0.0,tetragonal,10.0,200.0,TEMAZr,O2_plasma,116,5.0,15,30.0,30,0.0001,,,0.86,650.0,30s,N2,25.0,19500.0,,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,TiN,50.0,n-type,1e+16,10.0,1.32,0.001,29.54,1019.13,,,,,0.0217,,,1.76e-06,6.77,,,,,,,stable,248000000000.0,,,,,0.8,,,,k_dielectric_constant,29.54
397,Robertson,2003,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O3; Tsub=250C; thickness=7nm; k=26.94,ZrO2,,0.0,amorphous,7.0,250.0,ZrCl4,O3,78,5.0,5,3.0,20,0.001,,,0.9,550.0,30s,N2,10.0,16500.0,,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,Ni,10.0,n-type,1e+18,7.0,1.013,,26.94,1327.76,0.21,,,,,,,1.95e-08,5.99,15.25,,,,,,stable,,,,,,0.7,,,,k_dielectric_constant,26.94
398,Hausmann,2009,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/H2O; Tsub=150C; thickness=3nm; k=23.06,ZrO2,,0.0,amorphous,3.0,150.0,TDMAZ,H2O,35,0.1,10,5.0,20,0.0003,,,0.85,550.0,30s,N2,10.0,16500.0,,Au,0.0,,,TiN,,none,0.0,Au,80.0,p-type,1e+18,3.0,0.507,0.0001,23.06,2651.9,-0.02,,2.76,,,,,4.73e-08,4.97,,,,,,,metastable,,,,,,0.0,,100.5,,k_dielectric_constant,23.06
399,Kukli,2013,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=180C; thickness=30nm; k=32.63,ZrO2,,0.0,tetragonal,30.0,180.0,TDMAZ,O3,273,3.0,20,3.0,20,0.0003,,,1.1,700.0,2min,O2,50.0,21000.0,,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,Pt,30.0,n-type,1e+17,30.0,3.586,,32.63,375.25,-1.07,,,,,,,2.55e-07,7.9,,,,,,7.82e+20,anneal-stabilized,3390000000000.0,,,,,0.7,,,,k_dielectric_constant,32.63
400,Kukli,2014,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/H2O; Tsub=300C; thickness=12nm; k=33.22,ZrO2,,0.0,tetragonal,12.0,300.0,ZrCl4,H2O,117,5.0,5,3.0,5,0.005,,,1.03,400.0,2min,N2+O2_plasma,25.0,12000.0,,TiN_ALD,0.5,,400.0,Si,(100),SiO2,0.5,TiN,50.0,p-type,1000000000000000.0,12.0,1.409,,33.22,955.07,,,,,,,,2.62e-07,5.96,1.23,,,,,,anneal-stabilized,104000000000.0,,,,0.97,0.5,,,231.7,k_dielectric_constant,33.22
401,Kukli,2018,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O3; Tsub=225C; thickness=3nm; k=30.56,ZrO2,,0.0,amorphous,3.0,225.0,TEMAZr,O3,22,3.0,20,0.1,15,0.001,,,1.39,800.0,5min,N2+O2_plasma,25.0,24000.0,800.0,,0.7,,350.0,Si,(100),SiO2,0.7,TaN,30.0,p-type,1e+16,3.0,0.383,0.0001,30.56,3514.4,0.65,,,,,,,7.75e-06,6.6,,1.23,,,,,metastable,3980000000000.0,2180000000000.0,,,,0.7,,,,k_dielectric_constant,30.56
402,Liu,2016,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=225C; thickness=3nm; k=7.82,Al2O3,,0.0,amorphous,3.0,225.0,TMA,O3,30,1.0,20,0.5,15,0.0003,,,0.99,,,,,,,,0.5,,,Si,(100),SiO2,0.5,Al,20.0,n-type,1e+16,3.0,1.496,1e-06,7.82,899.3,,,,,,,,2.47e-09,8.6,,,,,,,anneal-stabilized,2040000000000.0,,,,0.83,0.5,,,,k_dielectric_constant,7.82
403,Groner,2002,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=320C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,10.0,320.0,TMA,O2_plasma,106,0.5,15,10.0,30,3e-05,,150.0,0.94,650.0,10min,N2+O2_plasma,25.0,19500.0,650.0,,0.0,0.9,,Pt/Ti/SiO2/Si,,none,0.0,Ni,20.0,n-type,1000000000000000.0,10.0,3.98,,9.8,338.1,-0.82,0.65,,,0.0359,,,2.49e-10,11.49,,,,,12600000000.0,,stable,,,,,1.4,0.0,,,,k_dielectric_constant,9.8
404,Groner,2016,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=250C; thickness=15nm; k=9.29,Al2O3,,0.0,amorphous,15.0,250.0,TMA,O2_plasma,142,2.0,30,60.0,20,0.001,,,1.06,550.0,60s,forming_gas,10.0,16500.0,,,0.7,,,Si,(100),SiO2,0.7,Al,50.0,p-type,1000000000000000.0,15.0,6.297,,9.29,213.67,,,2.15,,0.0025,,,2.66e-10,9.39,,,,,,,metastable,71300000000.0,,,,0.47,0.7,,,,k_dielectric_constant,9.29
