row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
114,Brendan F. M. Healy,2025,ACS Applied Nano Materials,10.1021/acsanm.5c00901,Surface coverage 90.70%,HfO2 on MoS2,,,,,200,TDMAH,O2 plasma,200.0,0.25,5.0,6.0,5.0,,,300.0,,,,,,,,,,,,1L MoS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),0.6
115,Brendan F. M. Healy,2025,ACS Applied Nano Materials,10.1021/acsanm.5c00901,Surface coverage 87.93%,HfO2 on MoS2,,,,,200,TDMAH,O3,200.0,0.25,15.0,0.15,15.0,,,,,,,,,,,,,,,1L MoS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),0.43
116,Yong Kyu Choi,2025,ACS Omega,10.1021/acsomega.5c01112,,Hf0.5Zr0.5O2,Zr,50.0,,10.0,260,TEMA-Hf/TEMA-Zr,O2 plasma,85.0,1.0,3.0,3.0,3.0,0.08,,300.0,1.17,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antiferroelectric-like,,,,,,,,,,Remanent polarization (ÂµC/cm^2),0.5
117,Yong Kyu Choi,2025,ACS Omega,10.1021/acsomega.5c01112,,Hf0.5Zr0.5O2,Zr,50.0,,10.0,260,TEMA-Hf/TEMA-Zr,O2 plasma,85.0,1.0,30.0,3.0,30.0,0.08,,300.0,1.17,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferroelectric,,,,,,,,,,Remanent polarization (ÂµC/cm^2),10.0
118,Yong Kyu Choi,2025,ACS Omega,10.1021/acsomega.5c01112,,Hf0.5Zr0.5O2,Zr,50.0,,10.0,260,TEMA-Hf/TEMA-Zr,O2 plasma,85.0,1.0,90.0,3.0,90.0,0.08,,300.0,1.17,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferroelectric,,,,,,,,,,Remanent polarization (ÂµC/cm^2),22.0
119,Rahul Ramesh,2026,Frontiers in Nanotechnology,10.3389/fnano.2026.1729291,,HfZrO4,Zr,50.0,,10.0,250,TDMAHf/TDMAZr,H2O,,,,,,,,,,400.0,60 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferroelectric,,,,,,,,,,Forming voltage (V),9.2
120,Rahul Ramesh,2026,Frontiers in Nanotechnology,10.3389/fnano.2026.1729291,,HfZrO4,Zr,50.0,,10.0,250,TDMAHf/TDMAZr,H2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferroelectric,,,,,,,,,,Forming voltage (V),5.3
121,Kim,2021,Materials,10.3390/ma14237478,"ALD HfOx using TEMAH and LNS oxidant; optimized at 300°C with 1 s TEMAH pulse, 0.2 s oxidant pulse, 60 s purges https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,20.0,300,TEMAH,La(NO3)3·6H2O (LNS),125.0,1.0,60.0,0.2,60.0,,,,1.6,,,,,,,,,,,Si(100),,,,,,p-type,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.6
122,Kim,2021,Materials,10.3390/ma14237478,"ALD HfOx using TEMAH and H2O oxidant; optimized at 300°C with 1 s TEMAH pulse, 0.2 s oxidant pulse, 60 s purges https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,20.0,300,TEMAH,H2O,125.0,1.0,60.0,0.2,60.0,,,,0.8,,,,,,,,,,,Si(100),,,,,,p-type,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),0.8
123,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with LNS oxidant at 200°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 1.6 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,200,TEMAH,La(NO3)3·6H2O,50.0,1.0,60.0,0.2,60.0,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.6
124,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with LNS oxidant at 300°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 1.6 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,300,TEMAH,La(NO3)3·6H2O,50.0,1.0,60.0,0.2,60.0,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.6
125,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with LNS oxidant at 350°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 1.6 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,350,TEMAH,La(NO3)3·6H2O,50.0,1.0,60.0,0.2,60.0,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.6
126,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with H2O oxidant at 200°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 0.8 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,200,TEMAH,H2O,50.0,1.0,60.0,0.2,60.0,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),0.8
127,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with H2O oxidant at 300°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 0.8 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,300,TEMAH,H2O,50.0,1.0,60.0,0.2,60.0,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),0.8
128,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with H2O oxidant at 350°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 0.8 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,350,TEMAH,H2O,50.0,1.0,60.0,0.2,60.0,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),0.8
129,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 170°C; RMS roughness measured by AFM 1.514 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,170,TEMAHf,H2O,600.0,1.6,5.0,0.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),1.514
130,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 200°C; RMS roughness measured by AFM 2.257 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,200,TEMAHf,H2O,600.0,1.6,5.0,0.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),2.257
131,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 230°C; RMS roughness measured by AFM 2.752 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,230,TEMAHf,H2O,600.0,1.6,5.0,0.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),2.752
132,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 260°C; RMS roughness measured by AFM 3.106 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,260,TEMAHf,H2O,600.0,1.6,5.0,0.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),3.106
133,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 290°C; RMS roughness measured by AFM 2.883 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,290,TEMAHf,H2O,600.0,1.6,5.0,0.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS roughness (nm),2.883
134,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample A from ALD with La and Al precursors; thickness 10.469 nm, EOT 3.89 nm, dielectric constant 17.06file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,10.469,280,,H2O,,0.3,4.0,0.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,3.89,,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,Dielectric constant,17.06
135,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample B from ALD with La and Al precursors; thickness 10.757 nm, EOT 3.41 nm, dielectric constant 21.94file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,10.757,280,,H2O,,0.3,4.0,0.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,3.41,,21.94,,,,,,,,,,,,,,,,,,,,,,,,,,,Dielectric constant,21.94
136,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample C from ALD with La and Al precursors; thickness 8.895 nm, EOT 2.9 nm, dielectric constant 24.78file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,8.895,280,,H2O,,0.3,4.0,0.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,2.9,,24.78,,,,,,,,,,,,,,,,,,,,,,,,,,,Dielectric constant,24.78
137,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample D from ALD with La and Al precursors; thickness 8.85 nm, EOT 8.33 nm, dielectric constant 5.05file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,8.85,280,,H2O,,0.3,4.0,0.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,8.33,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Dielectric constant,5.05
138,Chen,2015,Nanoscale Research Letters,,"Optimized process parameters for La1-xAlxO3 ALD: La precursor 0.3 s pulse/4 s purge, oxidant 0.3 s pulse/8 s purge, deposition temp 280°Cfile:///home/oai/redirect.html#:~:text=Precursor%20Deposition%20Precursor%20Oxidant%20Precursor,1%203%204",La1-xAlxO3,Al,,,,280,,,,0.3,4.0,0.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (nm/cycle),0.065
139,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 0.1s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,60.0,90.0,,,20.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
140,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 0.5s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,60.0,90.0,,,20.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
141,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 2.0s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,60.0,90.0,,,20.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
142,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 4.0s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,60.0,90.0,,,20.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
143,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 3s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,3.0,90.0,,,20.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
144,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 5s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,5.0,90.0,,,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
145,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 10s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,10.0,90.0,,,20.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
146,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 30s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,30.0,90.0,,,20.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
147,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 60s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,60.0,90.0,,,20.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
148,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 120s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,120.0,90.0,,,20.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
149,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
150,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
151,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
152,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
153,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
154,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
155,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
156,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
157,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
158,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
159,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
160,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
161,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
162,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
