row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value,source_file,source_row_id_v4_expanded,source_row_id_v8
513,Robertson,2007,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=400C; thickness=7nm; k=61.23,TiO2,,0.0,anatase,7.0,400.0,TDMAT,H2O,93,1.0,10,0.5,20,1e-05,,,0.75,450.0,2min,forming_gas,25.0,13500.0,,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,TiN,20.0,n-type,1000000000000000.0,7.0,0.446,0.0001,61.23,3017.76,,,,-73.4,0.0274,,,4.72e-05,2.04,,3.83,,,6470000000.0,,stable,377000000000.0,,5150000000.0,2.5,,0.5,,,-13.2,k_dielectric_constant,61.23,v4,513,
514,Kukli,2009,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=150C; thickness=15nm; k=46.41,Nb2O5,,0.0,amorphous,15.0,150.0,Nb_precursor,H2O,326,3.0,10,2.0,5,0.0003,,,0.46,600.0,2min,forming_gas,50.0,18000.0,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,Ru,10.0,n-type,1e+17,15.0,1.261,,46.41,1067.43,,,4.84,,0.0405,,,9.34e-07,4.76,2.9,,,,,,anneal-stabilized,2810000000000.0,,,,,1.0,,,,k_dielectric_constant,46.41,v4,514,
515,Ezhilvalavan,2017,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=225C; thickness=15nm; k=44.89,Nb2O5,,0.0,orthorhombic,15.0,225.0,Nb_precursor,O3,333,5.0,10,0.5,10,3e-05,,,0.45,800.0,2min,N2,10.0,24000.0,800.0,TiN,0.0,,,TiN,,none,0.0,TiN,20.0,n-type,1e+17,15.0,1.303,0.001,44.89,1032.47,-1.4,,2.43,,,,,1.26e-05,4.57,,,,6.082,,,metastable,,,,,,0.0,,181.7,,k_dielectric_constant,44.89,v4,515,
516,Ezhilvalavan,2017,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=350C; thickness=8nm; k=48.75,Nb2O5,,0.0,orthorhombic,8.0,350.0,Nb_precursor,O3,190,0.5,15,0.1,15,1e-05,,,0.42,750.0,5min,O2,10.0,22500.0,,TiN_ALD,0.0,,400.0,TiN,,none,0.0,Pt,50.0,n-type,1e+17,8.0,0.64,,48.75,2102.34,-1.42,-0.31,5.31,-162.6,0.0108,,,2.02e-06,4.85,,,,,,,stable,,,,,0.76,0.0,,,,k_dielectric_constant,48.75,v4,516,
517,Kukli,2025,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=300C; thickness=4nm; k=45.96,Nb2O5,,0.0,orthorhombic,4.0,300.0,Nb_precursor,O3,98,3.0,20,2.0,15,0.001,,,0.41,750.0,2min,N2,25.0,22500.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,W,10.0,n-type,1000000000000000.0,4.0,0.339,,45.96,3964.05,-1.11,,2.49,,,,,1.16e-07,5.13,0.34,2.04,,,,,metastable,,,23700000000.0,,,0.0,,,,k_dielectric_constant,45.96,v4,517,
518,Kukli,2017,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=275C; thickness=7nm; k=40.84,Nb2O5,,0.0,amorphous,7.0,275.0,Nb_precursor,H2O,167,0.1,10,3.0,20,0.0001,,,0.42,700.0,60s,O2,10.0,21000.0,,,0.0,,350.0,TiN,,none,0.0,Pt,20.0,n-type,1e+17,7.0,0.668,,40.84,2012.83,,,7.83,,,,,3.74e-06,5.5,,,,,,,metastable,,,,,,0.0,,,,k_dielectric_constant,40.84,v4,518,
519,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=320C; thickness=25nm; k=46.01,Nb2O5,,0.0,amorphous,25.0,320.0,Nb_precursor,H2O,532,1.0,5,5.0,10,3e-05,,,0.47,400.0,60s,forming_gas,50.0,12000.0,,Ru,0.0,,,TiN,,none,0.0,Ru,30.0,p-type,1e+18,25.0,2.119,,46.01,634.94,0.95,,4.76,,,,,6.46e-06,4.87,,,,,,,stable,,-1690000000000.0,,,,0.0,,,,k_dielectric_constant,46.01,v4,519,
520,Kukli,2019,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=120C; thickness=5nm; k=33.9,Nb2O5,,0.0,orthorhombic,5.0,120.0,Nb_precursor,O3,74,3.0,20,1.0,15,0.001,,,0.68,400.0,2min,forming_gas,25.0,12000.0,400.0,,0.0,,,TiN,,none,0.0,W,80.0,p-type,1000000000000000.0,5.0,0.575,,33.9,2339.1,,,,,,,,9.94e-05,4.38,,,yes,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,33.9,v4,520,
521,Ezhilvalavan,2016,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=300C; thickness=25nm; k=48.74,Nb2O5,,0.0,amorphous,25.0,300.0,Nb_precursor,O3,333,5.0,10,2.0,15,0.005,,,0.75,600.0,30s,N2+O2_plasma,25.0,18000.0,600.0,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,80.0,n-type,1000000000000000.0,25.0,2.0,,48.74,672.61,-0.51,,,,,,,9.01e-06,4.02,,2.11,stable,,,,stable,,,7520000000.0,,,0.0,,,,k_dielectric_constant,48.74,v4,521,
522,Ezhilvalavan,2024,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=275C; thickness=8nm; k=43.98,Nb2O5,,0.0,amorphous,8.0,275.0,Nb_precursor,O3,101,0.1,30,2.0,10,1e-05,,,0.79,500.0,2min,forming_gas,10.0,15000.0,,W,0.5,,450.0,Si,(100),SiO2,0.5,W,10.0,p-type,1e+16,8.0,0.709,2.5e-05,43.98,1896.64,,,,,0.0256,,,1.08e-07,3.83,,,,,,,anneal-stabilized,3140000000000.0,,,,,0.5,,,,k_dielectric_constant,43.98,v4,522,
523,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=120C; thickness=30nm; k=43.84,Nb2O5,,0.0,amorphous,30.0,120.0,Nb_precursor,H2O,484,0.1,15,10.0,5,0.001,,,0.62,400.0,2min,O2,50.0,12000.0,400.0,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,20.0,p-type,1000000000000000.0,30.0,2.669,,43.84,504.16,,,,,,,,2.08e-06,3.53,,,,,,,stable,,,,,,0.0,,,,k_dielectric_constant,43.84,v4,523,
524,Ezhilvalavan,2021,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=280C; thickness=6nm; k=44.69,Nb2O5,,0.0,amorphous,6.0,280.0,Nb_precursor,H2O,92,5.0,20,10.0,30,0.0003,,,0.65,450.0,5min,N2,10.0,13500.0,,TiN,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TiN,30.0,n-type,1e+18,6.0,0.524,,44.69,2569.67,0.84,,5.69,163.4,0.0144,,,1.52e-07,4.19,,,,,,,stable,,,20400000000.0,,,0.0,,,,k_dielectric_constant,44.69,v4,524,
525,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=200C; thickness=6nm; k=44.93,Nb2O5,,0.0,orthorhombic,6.0,200.0,Nb_precursor,H2O,136,3.0,15,0.5,20,3e-05,,,0.44,600.0,10min,forming_gas,25.0,18000.0,600.0,TiN_ALD,0.0,,,TiN,,none,0.0,Ru,10.0,n-type,1000000000000000.0,6.0,0.521,,44.93,2583.47,,,3.66,,,,,3.43e-06,5.9,,,,,,,anneal-stabilized,,-138000000000.0,,,,0.0,,,,k_dielectric_constant,44.93,v4,525,
526,Intel,2025,VLSI Technology,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=350C; thickness=30nm; k=158.91,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,30.0,350.0,Sr_precursor+TiCl4,O3,441,0.5,10,10.0,5,0.0001,50,,0.68,600.0,60s,N2,25.0,18000.0,600.0,TiN,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TiN,30.0,p-type,1e+17,30.0,0.736,,158.91,1827.46,,,,,,,,2.09e-06,3.2,,,,,,5.01e+20,metastable,,,,,,0.0,,,,k_dielectric_constant,158.91,v4,526,
527,Intel,2014,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=350C; thickness=15nm; k=154.41,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,15.0,350.0,Sr_precursor+TiCl4,O3,200,0.5,15,60.0,20,0.0003,50,,0.75,400.0,2min,O2,25.0,12000.0,400.0,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,W,30.0,n-type,1e+17,15.0,0.379,0.0001,154.41,3551.43,-1.46,,,,,,,0.000834,2.38,,,,,,,anneal-stabilized,312000000000.0,-471000000000.0,,,,1.0,,,,k_dielectric_constant,154.41,v4,527,
528,Aarik,2004,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TDMAT/H2O; Tsub=320C; thickness=12nm; k=148.01,SrTiO3,Sr+Ti,50.0,perovskite,12.0,320.0,Sr_precursor+TDMAT,H2O,156,3.0,30,0.1,10,0.0003,50,,0.77,500.0,2min,O2,25.0,15000.0,,TiN_ALD,0.0,-0.99,,Pt/Ti/SiO2/Si,,none,0.0,Ru,50.0,p-type,1e+17,12.0,0.316,0.0001,148.01,4255.29,,,6.83,60.6,,,,2.11e-05,1.73,,3.74,,,,,metastable,,,,2.57,2.38,0.0,,,,k_dielectric_constant,148.01,v4,528,
529,Intel,2007,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=250C; thickness=8nm; k=165.29,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,8.0,250.0,Sr_precursor+TiCl4,O3,235,0.1,15,3.0,20,3e-05,50,,0.34,650.0,10min,O2,10.0,19500.0,650.0,,1.0,,400.0,Si,(100),SiO2,1.0,TiN,10.0,n-type,1e+16,8.0,0.189,,165.29,7128.13,0.2,,,,,,,2.74e-06,2.19,,,,,,,anneal-stabilized,272000000000.0,,,3.45,,1.0,,219.2,,k_dielectric_constant,165.29,v4,529,
530,IMEC,2020,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=275C; thickness=12nm; k=142.45,SrTiO3,Sr+Ti,50.0,perovskite,12.0,275.0,Sr_precursor+TiCl4,O3,174,5.0,20,10.0,30,0.005,50,,0.69,400.0,60s,O2,10.0,12000.0,,TiN,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TiN,30.0,n-type,1e+17,12.0,0.329,1e-06,142.45,4095.44,-0.0,,,,0.0758,,,4.93e-05,3.26,,,,,761000000000.0,,metastable,,,,2.92,1.8,0.0,,,,k_dielectric_constant,142.45,v4,530,
531,Intel,2008,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=275C; thickness=30nm; k=147.91,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,30.0,275.0,Sr_precursor+TiCl4,O3,882,5.0,5,1.0,15,0.0001,50,,0.34,400.0,2min,forming_gas,25.0,12000.0,400.0,TiN_ALD,0.0,,,TiN,,none,0.0,TiN,50.0,n-type,1e+16,30.0,0.791,,147.91,1700.96,,,,,,,,9.58e-05,3.69,,,,5.937,,,anneal-stabilized,,348000000000.0,,,,0.0,,292.8,,k_dielectric_constant,147.91,v4,531,
532,Aarik,2023,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=320C; thickness=15nm; k=107.81,SrTiO3,Sr+Ti,50.0,perovskite,15.0,320.0,Sr_precursor+TiCl4,O3,288,2.0,20,5.0,10,0.0001,50,,0.52,550.0,5min,O2,50.0,16500.0,,Ru,0.0,,,TiN,,none,0.0,Ru,10.0,p-type,1e+16,15.0,0.543,2.5e-05,107.81,2479.63,,,,,,,,6.22e-05,1.82,,,yes,,,,metastable,,,,1.37,,0.0,,,,k_dielectric_constant,107.81,v4,532,
533,Intel,2009,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/H2O; Tsub=275C; thickness=8nm; k=105.37,SrTiO3,Sr+Ti,50.0,perovskite,8.0,275.0,Sr_precursor+TiCl4,H2O,145,0.2,30,3.0,30,3e-05,50,,0.55,650.0,10min,O2,50.0,19500.0,650.0,,0.0,,350.0,Pt/Ti/SiO2/Si,,none,0.0,Pt,10.0,p-type,1e+16,8.0,0.296,0.0001,105.37,4544.08,,,,,,,,1.13e-05,1.83,,,,,,6.08e+20,stable,,,,,,0.0,,,,k_dielectric_constant,105.37,v4,533,
534,Intel,2012,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/H2O; Tsub=320C; thickness=25nm; k=121.84,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,25.0,320.0,Sr_precursor+TiCl4,H2O,338,3.0,30,10.0,15,0.005,50,,0.74,650.0,10min,forming_gas,10.0,19500.0,650.0,TiN_ALD,0.0,,,TiN,,none,0.0,TiN,80.0,p-type,1000000000000000.0,25.0,0.8,,121.84,1681.39,,,,,,,,3.59e-05,3.65,,,yes,,,,anneal-stabilized,,798000000000.0,,,,0.0,,,,k_dielectric_constant,121.84,v4,534,
535,Aarik,2004,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TDMAT/O3; Tsub=250C; thickness=5nm; k=169.51,SrTiO3,Sr+Ti,50.0,perovskite,5.0,250.0,Sr_precursor+TDMAT,O3,106,0.2,15,0.5,15,3e-05,50,,0.47,450.0,30s,N2,50.0,13500.0,450.0,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,W,50.0,n-type,1000000000000000.0,5.0,0.115,,169.51,11696.19,1.05,,,,,,,3.9e-05,1.68,29.47,2.13,,,,,metastable,,,1870000000.0,,,0.0,,,,k_dielectric_constant,169.51,v4,535,
536,Intel,2019,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/H2O; Tsub=275C; thickness=7nm; k=106.0,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,7.0,275.0,Sr_precursor+TiCl4,H2O,96,0.1,30,0.1,5,0.0003,50,,0.73,400.0,10min,forming_gas,50.0,12000.0,400.0,Ru,0.8,,,Si,(100),SiO2,0.8,Ru,30.0,n-type,1e+18,7.0,0.258,0.001,106.0,5224.29,0.57,-0.21,,,,,,1.71e-05,3.36,1.09,,,,,6.62e+19,anneal-stabilized,483000000000.0,131000000000.0,,,,0.8,,,,k_dielectric_constant,106.0,v4,536,
537,IMEC,2025,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TDMAT/O3; Tsub=450C; thickness=15nm; k=128.44,SrTiO3,Sr+Ti,50.0,perovskite,15.0,450.0,Sr_precursor+TDMAT,O3,203,0.2,5,10.0,20,1e-05,50,,0.74,400.0,5min,O2,10.0,12000.0,400.0,,1.0,,,Si,(100),SiO2,1.0,Ru,10.0,p-type,1e+17,15.0,0.455,,128.44,2954.12,,,7.09,,,,,1.95e-05,1.98,,,,,,,metastable,112000000000.0,,,,1.59,1.0,,,,k_dielectric_constant,128.44,v4,537,
538,IMEC,2015,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=250C; thickness=4nm; k=162.63,BaTiO3,Ba+Ti,50.0,polycrystalline,4.0,250.0,Ba_precursor+TiCl4,O3,60,0.2,10,10.0,5,0.0001,50,,0.67,600.0,2min,N2,50.0,18000.0,600.0,TiN_ALD,0.0,,350.0,Pt/Ti/SiO2/Si,,none,0.0,Ru,80.0,p-type,1000000000000000.0,4.0,0.096,,162.63,14026.84,-1.63,,3.2,,0.0646,,,1.42e-05,3.5,,,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,162.63,v4,538,
539,Aarik,2007,Applied Physics Letters,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/H2O; Tsub=450C; thickness=6nm; k=121.12,BaTiO3,Ba+Ti,50.0,polycrystalline,6.0,450.0,Ba_precursor+TiCl4,H2O,125,2.0,20,0.5,5,0.0003,50,,0.48,,,,,,,TiN,0.5,0.59,,Si,(100),SiO2,0.5,TiN,20.0,n-type,1e+16,6.0,0.193,1e-06,121.12,6964.4,0.86,,7.37,,,,,2.94e-05,2.13,,,,,,2.35e+18,anneal-stabilized,1110000000000.0,-1090000000000.0,,,,0.5,,191.8,,k_dielectric_constant,121.12,v4,539,
540,Aarik,2024,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/H2O; Tsub=450C; thickness=10nm; k=215.5,BaTiO3,Ba+Ti,50.0,perovskite,10.0,450.0,Ba_precursor+TiCl4,H2O,222,5.0,20,0.1,15,0.0001,50,,0.45,750.0,10min,N2,25.0,22500.0,,,0.3,0.75,,Si,(100),SiO2,0.3,W,10.0,p-type,1e+17,10.0,0.181,,215.5,7434.75,0.72,0.06,0.71,-214.4,,,,9.56e-06,3.35,,,,,,,anneal-stabilized,,,,,,0.3,,106.3,,k_dielectric_constant,215.5,v4,540,
541,IMEC,2011,Applied Physics Letters,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=275C; thickness=20nm; k=157.7,BaTiO3,Ba+Ti,50.0,perovskite,20.0,275.0,Ba_precursor+TiCl4,O3,645,2.0,10,0.1,30,0.005,50,,0.31,550.0,5min,N2+O2_plasma,10.0,16500.0,550.0,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ru,10.0,n-type,1e+18,20.0,0.495,0.001,157.7,2720.32,,,1.84,-66.0,,,,0.000615,3.61,,,,,,,metastable,,,,,1.15,0.0,,260.6,,k_dielectric_constant,157.7,v4,541,
542,Aarik,2009,Applied Physics Letters,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=10nm; k=132.86,BaTiO3,Ba+Ti,50.0,perovskite,10.0,450.0,Ba_precursor+TiCl4,O3,161,1.0,20,30.0,30,0.0003,50,,0.62,700.0,5min,N2+O2_plasma,10.0,21000.0,700.0,TiN_ALD,0.0,0.91,,Pt/Ti/SiO2/Si,,none,0.0,Pt,10.0,p-type,1000000000000000.0,10.0,0.294,,132.86,4583.67,0.84,,,,,,,8.06e-06,3.47,,,,,,,anneal-stabilized,,,1210000000.0,,,0.0,,,,k_dielectric_constant,132.86,v4,542,
543,Aarik,2007,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=20nm; k=107.78,BaTiO3,Ba+Ti,50.0,polycrystalline,20.0,450.0,Ba_precursor+TiCl4,O3,500,2.0,20,5.0,30,0.0001,50,,0.4,600.0,30s,forming_gas,25.0,18000.0,,TiN_ALD,0.7,,400.0,Si,(100),SiO2,0.7,Ru,80.0,p-type,1000000000000000.0,20.0,0.724,,107.78,1859.2,,,4.49,,0.0724,,,2.87e-06,2.42,2.87,2.21,,,,,metastable,59400000000.0,,96100000000.0,,,0.7,,,,k_dielectric_constant,107.78,v4,543,
544,IMEC,2012,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=10nm; k=106.06,BaTiO3,Ba+Ti,50.0,polycrystalline,10.0,450.0,Ba_precursor+TiCl4,O3,172,0.5,20,0.1,15,3e-05,50,,0.58,650.0,10min,forming_gas,25.0,19500.0,650.0,TiN_ALD,0.3,,,Si,(100),SiO2,0.3,Ru,10.0,n-type,1000000000000000.0,10.0,0.368,,106.06,3659.07,,0.62,,,,,,3.33e-05,3.41,,,,,,,anneal-stabilized,,,,,,0.3,,,246.6,k_dielectric_constant,106.06,v4,544,
545,IMEC,2011,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=8nm; k=98.43,BaTiO3,Ba+Ti,50.0,polycrystalline,8.0,450.0,Ba_precursor+TiCl4,O3,113,0.2,10,60.0,30,0.001,50,,0.71,550.0,30s,N2+O2_plasma,10.0,16500.0,550.0,,0.0,0.82,,TiN,,none,0.0,Pt,20.0,n-type,1e+18,8.0,0.317,,98.43,4244.79,-0.83,,,29.9,,,,8.03e-06,2.38,,,,,,9.65e+19,stable,,,61700000000.0,,,0.0,,,,k_dielectric_constant,98.43,v4,545,
546,Prechtl,2007,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=250C; thickness=5nm; k=23.32,LaAlO3,La+Al,50.0,amorphous,5.0,250.0,La_precursor+TMA,H2O,49,0.2,5,60.0,10,1e-05,50,,1.03,450.0,5min,O2,10.0,13500.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ni,10.0,n-type,1000000000000000.0,5.0,0.836,,23.32,1609.08,,,,,0.0302,,,4.49e-07,7.58,,,,,,,stable,,,,,,0.0,,,,k_dielectric_constant,23.32,v4,546,
547,Prechtl,2017,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=400C; thickness=25nm; k=27.09,LaAlO3,La+Al,50.0,perovskite,25.0,400.0,La_precursor+TMA,H2O,362,5.0,5,30.0,30,0.005,50,,0.69,450.0,10min,N2,10.0,13500.0,450.0,TiN_ALD,0.0,-0.61,400.0,Pt/Ti/SiO2/Si,,none,0.0,TiN,50.0,n-type,1e+16,25.0,3.599,2.5e-05,27.09,373.84,,0.03,6.59,,,,,5.63e-07,6.59,,,,4.239,,,anneal-stabilized,,118000000000.0,,3.48,,0.0,,,,k_dielectric_constant,27.09,v4,547,
548,Robertson,2005,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=225C; thickness=12nm; k=20.45,LaAlO3,La+Al,50.0,amorphous,12.0,225.0,La_precursor+TMA,H2O,148,3.0,30,5.0,15,1e-05,50,,0.81,,,,,,,Al,1.0,,,Si,(100),SiO2,1.0,Al,20.0,n-type,1e+16,12.0,2.289,0.001,20.45,587.94,,,,,,,,1.45e-06,6.06,,,,,,4.69e+19,anneal-stabilized,48000000000.0,,1550000000.0,,,1.0,,,,k_dielectric_constant,20.45,v4,548,
549,Prechtl,2013,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=320C; thickness=20nm; k=25.26,LaAlO3,La+Al,50.0,perovskite,20.0,320.0,La_precursor+TMA,H2O,267,0.2,20,60.0,15,0.0003,50,,0.75,650.0,10min,O2,50.0,19500.0,650.0,TiN_ALD,0.3,,,Si,(100),SiO2,0.3,Pt,50.0,p-type,1e+16,20.0,3.088,1e-06,25.26,435.74,0.91,0.09,,,,,,2.65e-06,8.06,,,,,,,anneal-stabilized,66100000000.0,,,,2.3,0.3,,,-121.6,k_dielectric_constant,25.26,v4,549,
550,Robertson,2004,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/O3; Tsub=200C; thickness=25nm; k=21.68,LaAlO3,La+Al,50.0,amorphous,25.0,200.0,La_precursor+TMA,O3,338,0.5,30,5.0,15,1e-05,50,,0.74,400.0,30s,N2+O2_plasma,50.0,12000.0,,TaN,0.8,,,Si,(100),SiO2,0.8,TaN,20.0,p-type,1000000000000000.0,25.0,4.497,,21.68,299.18,,,0.55,,0.0766,,,3.58e-07,7.83,,,no,,,,stable,,-1930000000000.0,,1.44,,0.8,,,-171.6,k_dielectric_constant,21.68,v4,550,
551,Iwai,2013,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/O3; Tsub=250C; thickness=8nm; k=29.04,LaAlO3,La+Al,50.0,amorphous,8.0,250.0,La_precursor+TMA,O3,100,3.0,30,1.0,15,0.005,50,,0.8,700.0,30s,N2+O2_plasma,10.0,21000.0,700.0,Al,0.0,0.69,,Pt/Ti/SiO2/Si,,none,0.0,Al,80.0,p-type,1e+17,8.0,1.074,0.001,29.04,1252.35,-0.9,,4.0,,0.0604,,,8.39e-06,6.88,,,yes,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,29.04,v4,551,
552,Prechtl,2002,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=250C; thickness=20nm; k=21.54,LaAlO3,La+Al,50.0,amorphous,20.0,250.0,La_precursor+TMA,H2O,278,0.1,30,60.0,5,1e-05,50,,0.72,650.0,5min,forming_gas,50.0,19500.0,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,Al,10.0,p-type,1e+17,20.0,3.621,0.001,21.54,371.56,-0.6,,,,,,,8.44e-08,6.25,,,,,,2.73e+19,anneal-stabilized,,,11300000000.0,3.07,,1.0,,,,k_dielectric_constant,21.54,v4,552,
553,Iwai,2015,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=400C; thickness=6nm; k=30.45,LaAlO3,La+Al,50.0,perovskite,6.0,400.0,La_precursor+TMA,H2O,70,3.0,15,60.0,5,0.0003,50,,0.86,600.0,60s,forming_gas,25.0,18000.0,600.0,TiN,0.5,,350.0,Si,(100),SiO2,0.5,TiN,10.0,p-type,1e+17,6.0,0.768,,30.45,1750.88,1.17,,,,,,,2.42e-08,6.01,,,,,,,stable,75900000000.0,-1510000000000.0,,2.17,,0.5,,,,k_dielectric_constant,30.45,v4,553,
554,Iwai,2019,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=300C; thickness=4nm; k=23.4,LaAlO3,La+Al,50.0,amorphous,4.0,300.0,La_precursor+TMA,H2O,65,0.2,5,3.0,10,3e-05,50,,0.62,550.0,30s,N2,25.0,16500.0,550.0,Ni,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ni,20.0,p-type,1000000000000000.0,4.0,0.667,,23.4,2018.25,,,,-89.6,,,,1.64e-07,7.84,,,no,,93100000000.0,1.07e+18,metastable,,,,,,0.0,,,,k_dielectric_constant,23.4,v4,554,
